811c9dc5 
340ca71c 1
fded4f08 Nasus_AA_Tar
99061234 Nasus_BA1_Trail1
a5abb57c Nasus_BA1_Trail1_Ult
06d5746f Nasus_BA2_Trail1
8191f327 Nasus_BA2_Trail1_Ult
07d57602 Nasus_BA2_Trail2
e97f1f6e Nasus_Crit_Tar
6d1b986c Nasus_Crit_Trail1
3b727cf4 Nasus_Crit_Trail1_Ult
cb1720a9 Nasus_E_ArmorShred
8b5d2098 Nasus_E_ArmorShred_Minion
a2d29ca7 Nasus_E_Cas_Tar
53aa8f1c Nasus_E_Green_Ring
d8735268 Nasus_E_Red_Ring
74e3a61f Nasus_E_SpiritFire
190ca2fc Nasus_E_Staff_Swirl
103ea435 Nasus_E_Tar_AfterBurn
80e18155 Nasus_E_Tar_Green
05c52341 Nasus_E_Tar_Red
58ae063e Nasus_E_Tar_Warning
ce0e992f Nasus_E_Tick_Tar
a7106e66 Nasus_E_Warning
e263f4be Nasus_Idle_Glow_01
e163f32b Nasus_Idle_Glow_02
fabaf9a0 Nasus_P_Lifesteal
d7bc47c7 Nasus_Q_Buf
699db655 Nasus_Q_Buf_AxeGlow
41ead2f3 Nasus_Q_Buf_AxeHeadGlow
05500937 Nasus_Q_Hit
b03b1185 Nasus_Q_Tar
46c1d67a Nasus_Q_Wpn_trail
b734d752 Nasus_R_Aura
b0bf13f0 Nasus_R_Avatar
4863b446 Nasus_R_Buf
3bb0a20a Nasus_R_Buf_Sound
b49d78ed Nasus_R_HandGlow
0f9b8ee7 Nasus_R_Transform
a0fa21b1 Nasus_R_Transform_On
fee09ae3 Nasus_Skin11_R_EyeGlow
91161254 Nasus_Skin11_Recall_Door
3e7e5ff1 Nasus_Skin11_Recall_DoorEmerge
f1cdedd5 Nasus_Skin11_Recall_Glowy_Hands
8c794b4a Nasus_Skin11_Recall_Staff_Glow
6a56342e Nasus_Skin11_Recall_Staff_Swirl
8d9b9fe1 Nasus_W_Buf
90fcc915 Nasus_W_Buf_Ground
dcfca215 Nasus_W_Cas
f709c61c Nasus_W_Cas_Child
f11efc25 Nasus_W_Glowy_Hands
7629c483 Nasus_W_Hand_Glow
df5effe5 Nasus_W_Runes
1e8410ab Nasus_W_tar
ea6c4b7f Nasus_Z_Taunt
279b6967 Nature_Body
d8fe0bab Nature_Leaves
068fcca9 Nature_Wings
abc2333f Naughty
2ab849b3 Nautilus_BA_Trail_1
2bb84b46 Nautilus_BA_Trail_2
2cb84cd9 Nautilus_BA_Trail_3
2db84e6c Nautilus_BA_Trail_4
7d0c6108 Nautilus_BA_hit_01
ee443d4f Nautilus_BA_tar_02
fa704af8 Nautilus_BA_tar_crit_02
35993395 Nautilus_Death_sfx_01
a7e41fc6 Nautilus_E_Dummy_Controller_01
2496654d Nautilus_E_GroundCast
72911446 Nautilus_E_cas
c828d8ff Nautilus_E_impact
274bdc4a Nautilus_E_impact_unit_tar
c8dcce53 Nautilus_E_tar_02
3c56212f Nautilus_Emote_Dance_sfx_01
50c129bf Nautilus_Emote_joke_sfx_01
1f034445 Nautilus_Emote_laugh_sfx_01
8f091953 Nautilus_Emote_laugh_skin_swap_01
529d7016 Nautilus_Emote_taunt_sfx_01
aae75b61 Nautilus_Idle_Glow_01
3abff5da Nautilus_Idle_sfx_02
3bbff76d Nautilus_Idle_sfx_03
34bfec68 Nautilus_Idle_sfx_04
ecd5d3d0 Nautilus_P_AttackTrail
7365facd Nautilus_P_RavagingStrike_tar_01
dd747ef0 Nautilus_P_imp_01
a9842dca Nautilus_P_root_01
a8842c37 Nautilus_P_root_02
6442f2f0 Nautilus_Passive_lv1
966425d3 Nautilus_Passive_lv11
9b642db2 Nautilus_Passive_lv16
6b42fdf5 Nautilus_Passive_lv6
b9d3833b Nautilus_Q_DustTrail_01
1cd3271b Nautilus_Q_Impact
727997c1 Nautilus_Q_Thrusters_01
c29661a8 Nautilus_Q_drag_imp_01
fdcaaee1 Nautilus_Q_imp_01
5d3481bc Nautilus_Q_imp_enemy_sfx_01
3545d2d3 Nautilus_Q_imp_terrain_sfx_01
9560fc7c Nautilus_Q_impact_miss
0af7b5d4 Nautilus_Q_mis
aca99198 Nautilus_Q_mis_tar
282ee8f7 Nautilus_Q_mis_tar_self
f7b74a10 Nautilus_Q_tar
3617c37a Nautilus_R_Cast_Trail
0ce439d7 Nautilus_R_GL_cas_01
86c88559 Nautilus_R_GL_tar_01
b7edaf02 Nautilus_R_sequence_impact
99a67845 Nautilus_R_sequence_impact_02
75c6b51c Nautilus_R_tar_impact
cb324791 Nautilus_R_target_indicator
687b542d Nautilus_R_target_indicator_01
657b4f74 Nautilus_R_target_indicator_02
ddf5d58f Nautilus_R_target_indicator_02_enemy
7c2062f2 Nautilus_R_target_indicator_Start
66d39ed5 Nautilus_R_target_indicator_Start_enemy
eaee8296 Nautilus_R_target_indicator_enemy
354a6a5d Nautilus_Skin06_Z_Crystal_Glow_Head
c1531cd8 Nautilus_Skin06_Z_Crystal_Glow_R_Shoulder
932e6293 Nautilus_W_AOE_DOT_imp_01
4ba06d4c Nautilus_W_Shield_01
d4b64d54 Nautilus_W_Visor_01
12b31b58 Nautilus_W_cas
c3f71be2 Nautilus_W_deactive
f8b671d3 Nautilus_W_dmg_ind_01
9e4c099b Nautilus_W_dmg_indicator
cc5c0115 Nautilus_W_eyeglow
dbd5d065 Nautilus_W_eyeglow2
8276efc7 Nautilus_W_proc_01
2cb5c4c2 Nautilus_W_shield
261e0ead NearbyChampionDeath
801700b0 NearbyEnemyKilledChampion
5888cbb8 NearbyEnemyUsedItem
d9736fba NearestEnemyBonus
4bf95912 Neck
bb875086 Neck0
bc875219 Neck1
858027ed Neck1_Ground
b9874d60 Neck2
ba874ef3 Neck3
bf8756d2 Neck4
466e918d Neck_H
3c6e81cf Neck_b
c7eeab2b Neck_notwist
0faee895 Nedlee_jnt
88b14dc2 Needle
cc5f9185 Neeko_BA_cas_beam
6044eae0 Neeko_BA_crit_tar
7ea49063 Neeko_BA_mis
61b44267 Neeko_BA_tar
0f7dcee2 Neeko_Base_Butterfly_Mat
39acb146 Neeko_Base_Mat
32d03b6e Neeko_Base_P_Channel_cas
9294092d Neeko_Base_P_Channel_cas_self
1ed77d37 Neeko_Base_Recall_Tree_Mat
ea532d60 Neeko_Bubble
c55ad8cd Neeko_Dunk_Zone
a2459f6c Neeko_E_Empowered_Tar
25c8c06c Neeko_E_Empowered_Tar_Minions
741532ac Neeko_E_Mis_empowered
538ff356 Neeko_E_Root
5e57c8f3 Neeko_E_Root_Crit
09f815a9 Neeko_E_Tar_Minions
ed3814ec Neeko_E_cas_body
22a74296 Neeko_E_cas_child
9aaf975d Neeko_E_mis
29bde4f9 Neeko_E_mis_empowered_child
8d790f71 Neeko_E_tar
4f92d515 Neeko_Emote_Motes
40344a12 Neeko_Idle_beam
71345ed8 Neeko_Item_Self
8a257a4f Neeko_Item_Target
67e464e9 Neeko_Item_mis
bdf209cc Neeko_Joke_Tailspin
8c5df45a Neeko_Joke_Tailspin_Ground
65529995 Neeko_Joke_Tailspin_Ground_Start
ee820deb Neeko_Joke_Tailspin_Start
d3d1fbea Neeko_P_Ally_Overlay
fb796f6c Neeko_P_ChannelLine
1ea37b72 Neeko_P_Channel_Tar
3809e124 Neeko_P_Charm_buf
1964af68 Neeko_P_Transform_Nonchamp
54ca649c Neeko_P_cas
e68d3ec5 Neeko_Q_AoE_01
e38d3a0c Neeko_Q_AoE_02
e48d3b9f Neeko_Q_AoE_03
0762f02f Neeko_Q_AoE_FrostSplash
cee25156 Neeko_Q_AoE_FrostSplash_02
cfe252e9 Neeko_Q_AoE_FrostSplash_03
13bc138d Neeko_Q_Bounce_01_child
805e4160 Neeko_Q_Bounce_02_child
8cec9def Neeko_Q_Hit
e3bd17e8 Neeko_Q_bounce_01
e6bd1ca1 Neeko_Q_bounce_02
84225043 Neeko_Q_cas
2b48da90 Neeko_Q_cas_Body
91495f73 Neeko_Q_cas_beam
41cee4f9 Neeko_Q_mis
abd096cd Neeko_R_Avatar_Jump
8e428f5c Neeko_R_Avatar_Land
6ab637c3 Neeko_R_Cas_AllyOnly
7c5d910f Neeko_R_Cas_EnemyOnly
79ac880e Neeko_R_Hit
b442432a Neeko_R_Hit_AoE
7a408ca9 Neeko_R_Indicator_Ally
59d11a1d Neeko_R_Indicator_Enemy
4c3522c0 Neeko_R_Tar
c1f70ab9 Neeko_Recall_Land
224f0f34 Neeko_Recall_Overlay
c9f0dae5 Neeko_Recall_Overlay_Poof
bf012b29 Neeko_Recall_Overlay_Tattoos
d84072bb Neeko_Recall_Pond
51dff377 Neeko_Recall_Pond_KeepShining
eee7d827 Neeko_Recall_Pond_Shiny
1b68fcd2 Neeko_Recall_Poro_1
1a68fb3f Neeko_Recall_Poro_2
1968f9ac Neeko_Recall_Poro_3
185739bc Neeko_Recall_Tree
9746cbed Neeko_Run_Butterfly_Glow
384d7d91 Neeko_Skin01_Butterfly_Mat
7812e1e0 Neeko_Skin01_Crystal_Mat
29aa53be Neeko_Skin01_FX_Mat
aa87531d Neeko_Skin01_Mat
4892ea9c Neeko_Skin01_Recall_Panel_Mat
051d827e Neeko_Skin10_Dance_GroundEffects
2933d6ff Neeko_Skin10_Death_Sparkles
d602ab6b Neeko_Skin10_Homeguard_Avatar
b7540d9e Neeko_Skin10_Homeguard_Trail
e58e284a Neeko_Skin10_Homeguard__Out_Frog_Sparkles
125a327a Neeko_Skin10_R_Mis_Tar_Child
4a58b94b Neeko_Skin10_Recall_AvatarGlow
ac2d4ee2 Neeko_Skin10_Recall_Chest_Ribbons
d03281e7 Neeko_Skin10_Recall_Flash
520c191e Neeko_Skin10_Recall_Flash_Burst
b29cbf13 Neeko_Skin10_Recall_Frog_Avatar
363f7bf8 Neeko_Skin10_Recall_Ground
75d7ef34 Neeko_Skin10_Recall_PowerBeam_Start
baec6cb1 Neeko_Skin10_Recall_Wings
a3676d48 Neeko_Skin10_W_Haste
210d6bff Neeko_Skin10_W_P_Ready_Side_01
220d6d92 Neeko_Skin10_W_P_Ready_Side_02
90712c95 Neeko_Taunt_Ground_Frost
4144faf2 Neeko_W_Clone_Overlay
85b3da07 Neeko_W_Global_Haste
e741ef3e Neeko_W_P_Hit
4f43c9d6 Neeko_W_P_Mis_beam
3a3c9640 Neeko_W_P_Ready
bdb0cc0a Neeko_W_P_cas
75ebde63 Neeko_W_P_cas_handglow
3034f114 Neeko_W_P_mis
fe29be00 Neeko_W_clone_death
49b62537 NegativeDamageAmp
5ed0d48b Nest
25999158 Net
98cb1979 NetDamage
f0d736d3 NeutralCampCleared
ae0c7aeb Neutral_Glass
d6a5639b Neutral_Glass2
4a6495e0 Neutral_Helmet
8bc49e91 Neutral_Props
e090a405 Neutral_Root
75581470 Neutral_Shield
d147a723 Neutral_Tail
c8430753 NeverSelf
0978bdb2 NewDoransItems
5689bc4b NewEvent
fdf21c94 NewMaxStacks
35c53528 NewTrack
6cee993b NewTrophy
49850e61 NexusBlitz_BlueBuffPickup
b20ea197 NexusBlitz_ChampionSpecific
b3593354 NexusBlitz_DPSRace
696ecb0e NexusBlitz_Dodgeball_DashEndPos
dd6843c1 NexusBlitz_Dodgeball_DashStartPos
ddd363d5 NexusBlitz_Dodgeball_DashTrail
8ced5fa1 NexusBlitz_HideAndSeek
1f1254f6 NexusBlitz_JungleGuardian
8e67dfcf NexusBlitz_JungleGuardian_LaserTarget
749c302e NexusBlitz_Plants
fe5ea7d2 NexusBlitz_PrizeFight
1e69087a NexusBlitz_RedBuffPickup
31b10dd0 NexusBlitz_Rewards
c3e98ed4 NexusBlitz_ScuttleCrab
ac956420 NexusBlitz_ScuttleRacing
1fc220e4 NexusBlitz_URFDeathmatch
d8e143b1 NexusMinion_EnrageBlue
b379dd00 NexusMinion_EnrageRed
94ee822c NexusMinion_Invulnerable_Explosion_red
8b5cffbf NexusMinion_Invulnerable_Self
fa8c0d5c NexusMinion_Knockup_mis
e871675a NexusMinion_MordekaiserE_aoe
0a391069 NexusMinion_MordekaiserE_aoe_Ally
11ca39dd NexusMinion_MordekaiserE_aoe_Enemy
144b9288 NexusMinion_MordekaiserE_aoe_Splash
edc7b70e NexusMinion_MordekaiserE_mis
9e628301 NexusMinion_MordekaiserE_tar_Q1
3aa6caf1 NexusMinion_Soul_Burst
de8e3900 NexusMinion_Soul_Mis
1e2031cc NexusMinion_Soul_Tar
e4a0e3ea NexusMinion_Ultimate_beam
1c61244c NexusMinion_Ultimate_tar
404def0f NexusMinion_Vulnerable_Explosion
c37c0913 NexusMinion_XerathR_Buf
691fdc16 NexusMinion_XerathR_aoe_miss
8dc5e0be NexusMinion_XerathR_aoe_reticle_green
e8320ece NexusMinion_XerathR_aoe_reticle_red
d669edac NexusMinion_XerathR_buf_range1_red
6a11fcc5 NexusMinion_XerathR_mis
30abc244 NexusMinion_XerathR_tar_directhit
04eb6eb0 NexusMinion_shield_01
a9446fa3 NexusMinion_thunderCrash_impact_cas
95c2dca6 NexusMinion_thunderCrash_tar
5d31632f Nexus_Blitz_New_Golem_Mat
586c4ba2 Nexus_Blitz_Planted_Leaves1_Mat
a7de7bcb Nexus_Blitz_Planted_Leaves2_Mat
209eac12 Nexus_Blitz_Planted_Mat
4600c174 Nidalee_BA_Cougar_Swipe_01
4900c62d Nidalee_BA_Cougar_Swipe_02
68168d0e Nidalee_BA_Crit
d059ed1d Nidalee_BA_Mis
c59dce31 Nidalee_BA_Tar
dff54f95 Nidalee_Cougar_Dance_Sound
bd33efa4 Nidalee_Cougar_Dance_Sound_Loop
1dbd59bd Nidalee_Cougar_E
5b55e4c7 Nidalee_Cougar_E_Buf
33d4ae85 Nidalee_Cougar_E_Tar
8ad3232d Nidalee_Cougar_Joke_Sound
afe7f5db Nidalee_Cougar_Laugh_Sound
9ceda613 Nidalee_Cougar_Q_Buf
667c3899 Nidalee_Cougar_Q_Tar
2b432cca Nidalee_Cougar_Q_Tar_Marked
4f3ff802 Nidalee_Cougar_SuperGalaxy_MAT2
ba2a91ca Nidalee_Cougar_Taunt_Sound
2bbd6fc7 Nidalee_Cougar_W
be15b966 Nidalee_Cougar_W_Buf_Circle
4154a8b9 Nidalee_Cougar_W_Cas
226ee4a6 Nidalee_Cougar_W_Marked_Cas
946fa9c7 Nidalee_Cougar_W_Tar
144e22c3 Nidalee_Dance_Sound
46e9a159 Nidalee_E_Buf
9547ace3 Nidalee_E_Tar
08f2fb81 Nidalee_I_Drill
13f3b63c Nidalee_P
664d0aee Nidalee_P_Buf
9a7e192d Nidalee_Q_Buf
f1f2afb1 Nidalee_Q_Cas
d743b00a Nidalee_Q_Cougar_Trail
31cd44fb Nidalee_Q_Mis
8a127eff Nidalee_Q_Tar
fd1fa60f Nidalee_Q_buff_indicator
a224504c Nidalee_R_Cas
81996839 Nidalee_Recall_Cougar_beam_strt_sfx_01
bf2e1733 Nidalee_Recall_Hit
4b9b1b51 Nidalee_Recall_Rings
7fbc8bf5 Nidalee_Recall_Shine
8e22dbc9 Nidalee_Recall_Sound
6836a652 Nidalee_Recall_Sparkler
92b37094 Nidalee_Recall_Sparks
e723ea73 Nidalee_Recall_avatar
b330b4d3 Nidalee_Recall_beam_strt_sfx_01
65112b5e Nidalee_Skin27_Recall_Cup_VFX
5700d21f Nidalee_Skin27_Recall_Dust_Puff
b6f52c4c Nidalee_Skin27_Recall_Ground
c73f0ec7 Nidalee_Skin27_Recall_Signature
4a5d2949 Nidalee_Skin27_Recall_Spear_Reappear
0859d528 Nidalee_Skin27_Recall_StageLight_Child
1a1f3f04 Nidalee_Skin27_Recall_Stage_Light
a3560dda Nidalee_Skin27_Recall_Statue_Eye_VFX
7c7e5cbc Nidalee_Skin27_Recall_Target_Hit
f91cd501 Nidalee_Skin27_Recall_Target_VFX
5570896d Nidalee_Skin29_Emote_Recall
ca19bbd2 Nidalee_Skin29_Emote_Recall_Child_Rose
3015bcfc Nidalee_Skin29_Emote_Recall_Child_Water
e736fbb9 Nidalee_Skin29_Emote_Recall_Child_light02
e636fa26 Nidalee_Skin29_Emote_Recall_Child_light03
178173cb Nidalee_Skin29_Emote_Recall_Cougar
b5edf25f Nidalee_Skin29_Emote_Recall_Face
02b00d7e Nidalee_Skin29_Emote_Recall_Hair
5a26f111 Nidalee_Skin29_Emote_Recall_HandTrail
43be78fa Nidalee_Skin29_Emote_Recall_Light
4a438024 Nidalee_Skin29_Emote_Recall_Light02
64ddbdd2 Nidalee_Skin29_Emote_Recall_Trail
13a168b2 Nidalee_Taunt_Hit
9bb9ee9c Nidalee_Taunt_Sound
71326283 Nidalee_Taunt_Sparks
8251c2bf Nidalee_W_Cas
ac71c2af Nidalee_W_TC_Green
12073293 Nidalee_W_TC_Red
7c1f4031 Nidalee_W_Tar
854336fb Nidalee_W_thruster
2172e80d Nidalee_Weapon_MAT
cab93a2d Nidalee_idle1
7ea51529 Nidalee_primal_surge_attack_buf_cas
04fec4a2 Nilah_BA_Crit_Droplets
abe9b268 Nilah_BA_Crit_hit_01
aee9b721 Nilah_BA_Crit_hit_02
a9c2fd34 Nilah_E_Buff_L_Hand
5ae1746a Nilah_E_Buff_R_Hand
27412257 Nilah_E_Cas2
05ece8b2 Nilah_E_Dash
af3c4da7 Nilah_E_Dash_Child
19a36876 Nilah_E_Dash_Water
4ad54813 Nilah_E_E2_cas
1d261994 Nilah_E_Q_Mis_Death
0e25c664 Nilah_E_Q_buffer_Mis
f8e5fb11 Nilah_E_Tar
0d070238 Nilah_E_hookmis
507d98f8 Nilah_Emote_Joke
4819bb4e Nilah_Emote_JokeChild
aba90365 Nilah_Emote_Recall_Clap_Splash
e059ad43 Nilah_Emote_Recall_Hand_Flourish
9ff2ccfd Nilah_Emote_Recall_Hand_Trail
a3de3f9d Nilah_Emote_Recall_Pool_01
a0de3ae4 Nilah_Emote_Recall_Pool_02
a1de3c77 Nilah_Emote_Recall_Pool_03
be138bd4 Nilah_Emote_Recall_Pool_Winddown
3d8d9894 Nilah_Emote_dance_in_sound
ffd6b0fa Nilah_Emote_dance_sound
0f2bb8cf Nilah_Emote_death_sound
58b66d34 Nilah_Emote_joke_sound
bb99a168 Nilah_Emote_laugh_sound
77463c21 Nilah_Emote_taunt2_sound
d67983eb Nilah_Emote_taunt_generic
0ad27c75 Nilah_Emote_taunt_interactive_ninja
2946cb5f Nilah_Emote_taunt_interactive_riven
0192c2e9 Nilah_Emote_taunt_interactive_yi
819c4bf9 Nilah_Emote_taunt_sound
af8fc475 Nilah_I_sheath_spark
c75abec7 Nilah_IdleIn_HandTrail
ea42c869 Nilah_Idle_HandGlow
ab3a2290 Nilah_Idle_HandGlow_2
d56cc9f6 Nilah_P_Mis_Small
d2bd2ed9 Nilah_P_Ring
2a12e138 Nilah_P_buf
eaa6c3d0 Nilah_P_cosmetic_mis
1b9f4b44 Nilah_P_healeffect
5c9840db Nilah_P_shieldeffect
0cafc31a Nilah_P_shieldeffect_Child
117793aa Nilah_Q_Empowered_Tar_01
10779217 Nilah_Q_Empowered_Tar_02
8f67b094 Nilah_Q_Impact
37019e47 Nilah_Q_Impact_Trail
96fa356c Nilah_Q_Melee_Cone
09e202fa Nilah_Q_Melee_Cone2
304c013f Nilah_Q_hit_tar
6dd5b592 Nilah_R_CasCircle
0f80089e Nilah_R_buf
3025dfe5 Nilah_R_explo_tar
c1e444f1 Nilah_R_full_explo
03f45767 Nilah_R_hits
1f5a252f Nilah_TinyWaterdrops
ad8fa07d Nilah_W_Spirit
2e457163 Nilah_W_Spirit_End
3e77b724 Nilah_W_Spirit_child
4b5b34a5 Nilah_W_path_attached_Child
545d2719 Nilah_Z_Death
2043640e Nilah_Z_Run_WhipSplash
8538e26c Nilah_recall_start_sound
120c5df9 NimbusCloakBlast
1738bb96 NimbusCloakBuildUp
8b583b31 NimbusCloakCharge
cf013247 NoHelmet
e7884a41 NoImpactDamageScalar
3c522b6b NoImpactSnowballDamage
51edb62f NoWallKnockUpDuration
3f1d6126 NoWallStunDuration
fa58d8fe Nocturne_BA_01_Trail
6394d693 Nocturne_BA_02_Trail
0349dbec Nocturne_BA_attk_01
0649e0a5 Nocturne_BA_attk_02
0549df12 Nocturne_BA_attk_03
66fd7d33 Nocturne_BA_hit_01
67fd7ec6 Nocturne_BA_hit_02
db0cecd9 Nocturne_BA_tar_01
149ed364 Nocturne_BA_tar_crit_01
a0470454 Nocturne_Death_Exp_strt_01
129db6c0 Nocturne_Death_Grnd_hit_01
be72ba3c Nocturne_Death_sfx_01
a89461a5 Nocturne_E_Haste_buf_01
07dd00c0 Nocturne_E_Indicator_Ring
3e01edc3 Nocturne_E_beam_01
e8f2bf03 Nocturne_E_break_01
67588c43 Nocturne_E_cas_hand_01
f60e15e6 Nocturne_E_counter_01
fb3325a4 Nocturne_E_fear_01
948a55f3 Nocturne_E_tar_01
04b598da Nocturne_E_tar_skin_flash_01
29ea8130 Nocturne_Emote_Taunt_blast_01
fd979b19 Nocturne_Emote_Taunt_hologram_strt_01
e52ed1f3 Nocturne_Emote_Taunt_skin_scroll_01
348e366b Nocturne_Emote_dance_loop_sfx_01
fbfb4b70 Nocturne_Emote_dance_windup_sfx_01
b9a5a5aa Nocturne_Emote_joke_end_01
1ddf0640 Nocturne_Emote_joke_sfx_01
f0b379c5 Nocturne_Emote_joke_sparks_01
11766b77 Nocturne_Emote_taunt_sfx_01
6f0e7598 Nocturne_Fluid
a5f568d4 Nocturne_Idle_Base_01
6682fda5 Nocturne_Idle_Trail
88e6559b Nocturne_Idle_Trail_Eye_01
a2aeddca Nocturne_Idle_Trail_Head_01
9731bf74 Nocturne_Idle_middle_01
9a31c42d Nocturne_Idle_middle_02
9931c29a Nocturne_Idle_middle_03
9431babb Nocturne_Idle_middle_04
9331b928 Nocturne_Idle_middle_05
64229609 Nocturne_Idle_tail_01
61229150 Nocturne_Idle_tail_02
622292e3 Nocturne_Idle_tail_03
67229ac2 Nocturne_Idle_tail_04
68229c55 Nocturne_Idle_tail_05
2cd0f6ce Nocturne_P_Ready_01
2bd0f53b Nocturne_P_Ready_02
93629efd Nocturne_P_cleave_AoE
fc76188a Nocturne_P_mis_01
cf3d43c6 Nocturne_P_tar_01
6a950995 Nocturne_Q_buf_01
23546cb9 Nocturne_Q_cas_01
d5354e83 Nocturne_Q_mis_01
7f99451c Nocturne_Q_path_ally_01
2ad44c9a Nocturne_Q_path_enemy_01
e73dc70e Nocturne_Q_skin_flash_01
087cafa7 Nocturne_Q_tar_01
5d8ef431 Nocturne_R_Ally_01
097cf094 Nocturne_R_Dash_Start
c36ea05d Nocturne_R_Enemy_01
5a554542 Nocturne_R_Shockwave
e79c6757 Nocturne_R_Tar_CameraBound_VFX
eada0c9c Nocturne_R_Targeting_01
26e346e0 Nocturne_R_Targeting_Team_01
a760236a Nocturne_R_cas_01
d3cab0e0 Nocturne_R_cas_grnd_01
512aa420 Nocturne_R_mis_01
8d47f553 Nocturne_R_skin_flash_01
4fe7fcea Nocturne_R_strt_Chaos_Ally_01
bbef70c0 Nocturne_R_strt_Chaos_Enemy_01
f8a440d2 Nocturne_R_strt_Order_Ally_01
b15c54b8 Nocturne_R_strt_Order_Enemy_01
d195dd9c Nocturne_R_tar_01
862ad0ad Nocturne_R_trail_01
da8e0c32 Nocturne_Recall_loop_sfx_01
4a1c3729 Nocturne_Recall_windup_sfx_01
74fbbd8c Nocturne_Skin05_P_Trail_01
77fbc245 Nocturne_Skin05_P_Trail_02
76fbc0b2 Nocturne_Skin05_P_Trail_03
8c962373 Nocturne_Skin05_R_Ready_01_mini
1e4ab29c Nocturne_Skin05_R_Ready_02_mini
aa3e54d3 Nocturne_Skin17_Idle_Trail_Arm_01_L
c83e840d Nocturne_Skin17_Idle_Trail_Arm_01_R
56948903 Nocturne_Skin17_Idle_Trail_Back_Incense
c88469c7 Nocturne_W_Shield_01
4bd8c470 Nocturne_W_Shield_cas_02
86388fd5 Nocturne_W_Shield_cas_ground_01
cf769255 Nocturne_W_Trigger_Deactivate_01
00f38f2b Nocturne_W_buf_attackspeed_01
35b4fea1 Nocturne_W_cas_shield_01
01a0bae8 Nocturne_W_skin_flash_01
7d6a4215 Nocturne_W_spellblock_01
d92bf4c3 NonChampHealing
f8d28fb3 NonItem
9c24d0c2 NonSelfLeechRatio
e5c782e6 Noodle
8d12f3bc Noodle2
5b7baa6e NoodleVfx
62ad338d NoodleVfx1
ee1f9eb2 Noodles_MAT
e7910d01 Nor_BreakSowrd
eca74396 Nor_Sword
dc46a228 NormalBear
140c1022 NormalBoar
e45b309f NormalDamage
01bb0d8a NormalHair
50de8569 NormalPhoenix
7de658da NormalRam
5533e653 Normal_Mask
b395176c Normal_Shoulder_Ribbon
460840f1 Norse_Death
93d8a17c Norse_Recall
69963377 Norse_Recall_Loop
3d025c11 NorthVista
918d404a Nose
ec52c69c Nose_End
f5a3ced9 Nose_L
0fa3f7c7 Nose_R
baebcd67 NoteAPRatio
56b4c2a8 NoteDamage
f6288550 NoteMain
e116304c Note_MAT
bbd352b4 NothingToSeeHere
b2b75e9d NoxianMightBonusAD
77074ba4 Null
744c45d2 NullifyingADRatio
ab70a89e NullifyingAPRatio
2bf42bd6 NullifyingShieldSize
d91a5ad7 NumAdditionalAttacks
79a51d61 NumAllies
ad9f261f NumAnvil
bd897c04 NumAnvils
e8bc18e0 NumApplications
6d63652c NumAttackStackRatio
ec7f3348 NumAttacks
d1da1e25 NumBlueOrbs
b88e4eb3 NumBonusAttacks
1f0228c1 NumBonusHeals
7b78fab7 NumCastsToBoom
78bc82ef NumChamps
cd7c01a9 NumChoices
d4ff5ddb NumCinders
4ecaa661 NumCindersHR
c3c62200 NumCompletedItems
5cc08b27 NumComponents
8c4cd3ea NumCopies
4453d3b2 NumDClaw
052df81c NumDeaths
1b64eb90 NumDice
875db1bd NumDragons
aec10c49 NumDummies
a750b59f NumElites
5f6ff20a NumEmblems
e12702aa NumFullItems
1c1b4e2d NumGloves
a61f7721 NumGold
d6f612f7 NumGoldOrbs
25083082 NumGrayOrbs
89d140c0 NumHighScores
31c180b5 NumHits
454bc1d6 NumHugs
28b401f9 NumInstances
be25031b NumItemAnvils
6c216145 NumItems
0e9c8fc0 NumLeveledUpShops
e9edd392 NumMissiles
bd715f50 NumOfAllies
576964ae NumOfAttacksBase
c01c7489 NumOfBlades
1cabeb76 NumOfDummies
6ef3e0e1 NumOfEmblems
c36b4df2 NumOfItems
f18bef8b NumOfKills
fd94fa92 NumOfThreeStarsNeeded
0fb0a1e9 NumOfUnits
24acadb2 NumReforgers
65358e6c NumRemovers
2ef0957a NumRerolls
2a0d265e NumRounds
04209718 NumSeconds
9ceb3ce0 NumShots
eb702324 NumSpatulas
7c91783e NumSpectres
2aceef04 NumStages
f5865698 NumStartUnits
d1df4a50 NumStatues
011db30e NumStrikes
c4f37b84 NumSummonersBeforeRepeat
06982d8a NumSupportItems
7d89bfed NumTakedowns
9dcda096 NumTargetDummies
f0f10b3f NumTargets
dfa53c7b NumTicks
913bf83e NumTicksToTrigger
0890f69a NumToAttack
4cbb25df NumToGive
e3d58c55 NumTomes
a7b1f9b6 NumTraits
8a8f7468 NumTraitsPerExp
82205871 NumTransfers
03ddeb0e NumUnits
68c9f469 NumUnitsToAscend
67d960f5 NumUnitsToReduce
c4e0422d NumUntilIncrease
5041a76e NumUpgrades
e11e310b NumberOfBolts
9f4e602e NumberOfHexes
ebe691d4 NumberOfPortals
98386f0b NumberOfPulses
c5f948bd NumberOfSpirits
fbb97428 NumberOfStrikes
4051e045 NumberOfTargets
c636b8f1 NumberOfTicks
09b8c954 NumberOfUpgradedUnits
2627f801 NumberOfWaves
0511c1dd NumberToProc
ec71edd2 Numberofcombats
a5939c29 Numbers
b3c9f10d Numrolls
0320c4ad NunchakuA_A_Main
3ebeaff2 NunchakuB_A_Main
